Supplier,SKU,Product,Department,Type,Why no price,Photo URL
Glory Home,GL-3242,CH888 Grey,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/03/CH888-GREY-scaled.jpg
Glory Home,GL-3512,CH999 Grey,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/06/Editing-1-scaled.jpg
Glory Home,GL-4072,Camio,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/camionew-900x598-1.jpg
Glory Home,GL-2882,Chicago Beige & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/b764583d-0d8e-4965-8fd8-1ebd889aa863.jpg
Glory Home,GL-2880,Chicago Beige & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/97824ee6-9603-4650-b8df-550cef01de46.jpg
Glory Home,GL-2884,Chicago Black & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/48ad72b6-0756-4a0a-a75e-3ad3a0385e42.jpg
Glory Home,GL-2885,Chicago Grey & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/9ec61a29-c13f-40b8-bc58-0c3fae2f05d4.jpg
Glory Home,GL-2881,Chicago_Black+Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/84082fd6-7ab8-4746-bbbe-4b58b227dcba.jpg
Glory Home,GL-2883,Chicago_Grey+Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/15a104df-78b6-4b49-87ad-360249fa353b.jpg
Glory Home,GL-4048,Citizen,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/citizendiningchair-900x598-1.jpg
Glory Home,GL-4144,Crown Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/07/newsilvercrown-53-005.jpg
Glory Home,GL-3488,DT111,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/06/GLORY-CATALOGUE-June-252025-1056-x-816-px-7-scaled.jpg
Glory Home,GL-3274,DT140 – Glass,Dining,Dining Tables,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/03/26-scaled.jpg
Glory Home,GL-3267,DT160 – Glass,Dining,Dining Tables,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/03/26-1-scaled.jpg
Glory Home,GL-2558,DT222 – Glass,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/GLORY-CATALOGUE-JAN82025-19-scaled.jpg
Glory Home,GL-3313,DT333,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/04/DT333-CH333-WHITE--scaled.jpg
Glory Home,GL-2109,DT344 – Glass,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/25-scaled.jpg
Glory Home,GL-2108,DT344 – Glass,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/24-1-scaled.jpg
Glory Home,GL-2107,DT420 – Glass,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/23-scaled.jpg
Glory Home,GL-2559,DT444 – Glass,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/GLORY-CATALOGUE-JAN82025-20-scaled.jpg
Glory Home,GL-3310,DT555,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/04/DT555-CH555-BLACK--scaled.jpg
Glory Home,GL-1942,DT777,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/DT777-CH333-BLACK-1-1-scaled.jpg
Glory Home,GL-3224,DT888,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/03/DT888CH888-GREY-2-scaled.jpg
Glory Home,GL-3071,Disney Beige & Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/11/19987f370be9de9f7f7800b8d6878685-scaled.jpg
Glory Home,GL-3073,Disney_Grey+Silver,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/11/FINAL-GLORY-CATALOGUE-11.25-x-8.75-in-scaled.jpg
Glory Home,GL-2505,Ella Black & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/C194-Black-1-scaled.jpg
Glory Home,GL-2506,Ella Grey & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/C194-Grey-S2-scaled.jpg
Glory Home,GL-2453,Ella_Beige+Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/C194-Beige-1-scaled.jpg
Glory Home,GL-2504,Ella_Black+Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/C194-Black-S1-scaled.jpg
Glory Home,GL-2063,Empire – Gold Dining Set,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/6-scaled.jpg
Glory Home,GL-2077,Empire – Silver,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/5-scaled.jpg
Glory Home,GL-2515,Eva Beige & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/Eva_Beige-G.jpg
Glory Home,GL-2516,Eva Black & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/Eva_Black-G.jpg
Glory Home,GL-2918,Eva Black & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/WhatsApp-Image-2024-07-12-at-1.06.40-PM.jpeg
Glory Home,GL-2518,Eva Grey & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/EVA_Grey-Silver.jpg
Glory Home,GL-3066,Florence,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/11/24-scaled.jpg
Glory Home,GL-4016,Franklin,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/franklingdining-900x598-1.jpg
Glory Home,GL-4066,Galaxy,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/galaxy-900x598-1.jpg
Glory Home,GL-2930,Gloria White & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/IMG_7294.webp
Glory Home,GL-2698,Hazel – Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/05/1767-black-scaled.jpg
Glory Home,GL-2718,Hazel – Silver,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/13-scaled.jpg
Glory Home,GL-3697,Irian,Dining,Dining Tables,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/11/IRIANCH333-GREY-2-scaled.jpg
Glory Home,GL-2721,Jane Beige & Gold Fabric,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/Jane.jpeg
Glory Home,GL-2511,Jane Beige & Gold Leatherette,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/05/Jane_G-Leatherette.jpeg
Glory Home,GL-2507,Jane Beige & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/C234-5-Beige-scaled.jpg
Glory Home,GL-3046,Jane Black & Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/10/Jane-1-1.jpg
Glory Home,GL-3704,Jane Black & Gold PU,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/11/PHOTO-2025-11-30-13-06-10.jpg
Glory Home,GL-2508,Jane Black & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/C234-5-Black-scaled.jpg
Glory Home,GL-3706,Jane Black & Silver PU,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/11/PHOTO-2025-11-30-13-06-09.jpg
Glory Home,GL-3199,Jane Grey & Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/02/Jane_Grey-Gold.jpg
Glory Home,GL-3048,Jane Grey & Silver,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/10/Jane_Grey-Leather.jpg
Glory Home,GL-3174,Jane Grey & Silver PU,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/01/Colorful-Gradient-Smart-Tv-Sale-Instagram-Post-2-scaled.jpg
Glory Home,GL-2519,Julia Beige & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/IMG_0738-scaled.jpg
Glory Home,GL-2520,Julia White & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/IMG_0742-scaled.jpg
Glory Home,GL-2536,Kim – Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/Kim-3.jpg
Glory Home,GL-2533,Kim – Silver,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/Kim-5.jpg
Glory Home,GL-3684,Lana,Dining,Dining Tables,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/11/LANACH666-WHITE-2-scaled.jpg
Glory Home,GL-4031,Landmark Black,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/landmarkblack-900x598-1.jpg
Glory Home,GL-4029,Landmark Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/landmarkgold-900x598-1.jpg
Glory Home,GL-4027,Landmark Silver,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/landmarksilver-900x598-1.jpg
Glory Home,GL-4046,Larry,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/larrychairsnew-900x598-1.jpg
Glory Home,GL-3063,Leslie White,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/11/Leslie-4.jpg
Glory Home,GL-2084,Lucas – Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/CATALOGUE-42.jpg
Glory Home,GL-2915,Lucy – Beige & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/WhatsApp-Image-2024-07-12-at-1.04.41-PM.jpeg
Glory Home,GL-2525,Lucy – Beige & Gold PU,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/Untitled-design-scaled.jpg
Glory Home,GL-2524,Lucy – Black & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/Lucy_Black.jpg
Glory Home,GL-2719,Lucy – Grey & Gold Fabric,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/Lucy_Grey.jpg
Glory Home,GL-2127,Luna Glass,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/CATALOGUE-72-scaled.jpg
Glory Home,GL-2132,Luna – Black Glass,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/CATALOGUE-73-scaled.jpg
Glory Home,GL-2124,Luna – Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/5-4-scaled.jpg
Glory Home,GL-2115,Luna – Silver,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/9-scaled.jpg
Glory Home,GL-3494,Luxor,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/06/EXCLUSIVE-GLORY-CATALOGUE-June-192025-6-scaled.jpg
Glory Home,GL-4076,Martini,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/martinidiningchair3-900x598-1.jpg
Glory Home,GL-4064,Melanie,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/melanie-front-900x598-1.png
Glory Home,GL-4062,Melody,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/melody-900x598-1.jpg
Glory Home,GL-4055,Mesh,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/mesh-900x598-1.png
Glory Home,GL-3702,Milan Beige & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/11/PHOTO-2025-11-30-13-06-09-2.jpg
Glory Home,GL-3700,Milan Black & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/11/PHOTO-2025-11-30-13-06-09-3.jpg
Glory Home,GL-3218,Milan Black & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/03/2026e1ed-d681-4fc5-a1a5-f2b8d668c857.jpg
Glory Home,GL-3221,Milan Grey Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/03/20c3864b-5176-4b6f-8781-4ed03a7b2efc.jpg
Glory Home,GL-4053,Morgan,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/morgandiningchair-900x598-1.jpg
Glory Home,GL-2526,Navy Beige & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/In-Stock-11-scaled.jpg
Glory Home,GL-3207,Navy Beige & Silver,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/02/GLORY-CATALOGUE-JAN82025-4-scaled.jpg
Glory Home,GL-2529,Navy Black & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/In-Stock-10-scaled.jpg
Glory Home,GL-2527,Navy Black & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/In-Stock-9-scaled.jpg
Glory Home,GL-3210,Navy Grey & Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/02/GLORY-CATALOGUE-JAN82025-3-scaled.jpg
Glory Home,GL-2532,Navy Grey & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/In-Stock-8-scaled.jpg
Glory Home,GL-4018,Oasis,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/oasisdining-900x598-1.jpg
Glory Home,GL-4036,Olympic,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/olympic-diningtable-900x598-1.png
Glory Home,GL-2078,Ottawa – Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/GLORY-CATALOGUE-JAN82025-12-scaled.jpg
Glory Home,GL-2079,Ottawa – Silver Dining Set,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/7-scaled.jpg
Glory Home,GL-2873,Paris Beige & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/dfa02348-8500-4e59-8178-8b3e7bb69263.jpg
Glory Home,GL-2879,Paris Black & Gold,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/477df7cc-b0d7-46a6-b9ab-dd744090aa00.jpg
Glory Home,GL-2878,Paris Black & Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/07/d3412d20-3d74-44ab-8152-250c293e76e0.jpg
Glory Home,GL-3724,Paris Grey Silver,Dining,Dining Chairs,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2025/12/PHOTO-2025-12-02-17-34-56.jpg
Glory Home,GL-4021,Prestige Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/goldprestigedining-900x598-1.jpg
Glory Home,GL-2110,Rose – Gold,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/GLORY-CATALOGUE-JAN82025-18-scaled.jpg
Glory Home,GL-2111,Rose – Silver,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/02/GLORY-CATALOGUE-JAN82025-17-scaled.jpg
Glory Home,GL-4058,Ruby,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/rubydiningchair-900x598-1.jpg
Glory Home,GL-4034,Scissor,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/silverscissornew-900x598-1.jpg
Glory Home,GL-4012,Smith,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/smithdining-900x598-1.jpg
Glory Home,GL-4023,Soho,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2026/06/sohodiningnew-900x598-1.jpg
Glory Home,GL-2986,Solana Black Glass,Dining,Dining Sets,No pricelist from this supplier yet,https://gloryhomefurniture.ca/wp-content/uploads/2024/08/21e9b9a0-d6da-4220-9ccb-9d0c9d735c75.jpg
